"Number","Genebank","Genebank.ID","Species.code","Species","GPS","GPS.1","GPS.2","GPS.3","Place","Province","COUNTRY","Description","Date.of.collecton","Elevation","Ploidy","gps.lat","gps.lon","gps.elevation"
681,"CGN",20623,"ACL","acaule",-188.166,"1849S",-65.9,"06554W","D. Potosi","P. Chayanta","BOL","40 km from Colquechaca to Ocuri","22/02/80",3960,"24",-18.8166666666667,-65.9,4213.9111328125
682,"CGN",18167,"LPH","leptophyes",-186.333,"1838S",-66.95,"06657W","D. Oruro","P. Poopo","BOL","Farm Saint Helena, 5 km from Pazna to Lago Poopo","04/04/80",3700,"24",-18.6333333333333,-66.95,3696
683,"CGN",20611,"LPH","leptophyes",-177.833,"1747S",-675.333,"06732W","D. Oruro","P. Cercado","BOL","2 km from La Joya to Lajma","20/03/80",3680,"24",-17.7833333333333,-67.5333333333333,3731.466796875
684,"CGN",18126,"LPH","leptophyes",-17.05,"1703S",-67.3,"06718W","D. La Paz","P. Inquisivi","BOL","79 km from Panduro to Quime, 7 km after Huanacota Village","24/02/80",3900,"24",-17.05,-67.3,4644.1904296875
685,"CGN",17723,"LGL","lignicaule",-134.333,"1326S",-71.85,"07151W","D. Cusco","P. Calca","PER","Ruins of Pisac","11/04/71",3300,"24",-13.4333333333333,-71.85,3361.00366210938
686,"CGN",22720,"LMB","limbaniense",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,"24",NA,NA,NA
687,"CGN",962815,"LGC","longiconicum",101.833,"1011N",-842.333,"08414W","P. Alajuela",NA,"CRI","Volcan Poas, 8.5 km from Poasito, 400 m before large meadow","09/12/96",2560,"48",10.1833333333333,-84.2333333333333,2588.2734375
688,"CGN",22719,"MAG","maglia",NA,NA,NA,NA,"P. Mendoza",NA,"ARG",NA,NA,NA,"24",NA,NA,NA
689,"CGN",17724,"MRN","marinasense",-134.666,"1328S",-719.166,"07155W","D. Cusco","P. Cusco","PER","Along road to Cuzco, 8 km past Pisac, on a steep bank in a village","11/04/71",3350,"24",-13.4666666666667,-71.9166666666667,3571.54931640625
690,"CGN",17594,"MRN","marinasense",NA,NA,NA,NA,"D. Cusco","P. Cusco","PER","Granja de Kcaira, Quebrada de Las Anderias","16/04/59",3300,"24",NA,NA,NA
691,"CGN",21349,"MED","medians",NA,NA,NA,NA,NA,NA,"PER","3km behind Huincu (?)",NA,NA,"24",NA,NA,NA
692,"CGN",18043,"MED","medians",NA,NA,NA,NA,"D. Lima","P. Canta","PER","near Canta",NA,NA,"24",NA,NA,NA
693,"CGN",18308,"MED","medians",-115.666,"1134S",-766.166,"07637W","D. Lima","P. Canta","PER","Carhua",NA,2850,"24",-11.5666666666667,-76.6166666666667,3526.11791992188
694,"CGN",21343,"MED","medians",-114.166,"1125S",-766.333,"07638W","D. Lima","P. Canta","PER","near Canta","03/05/59",3000,"24",-11.4166666666667,-76.6333333333333,4381.2890625
695,"CGN",18307,"MED","medians",-113.666,"1122S",-770.166,"07701W","D. Lima","P. Canta","PER","San Miguel",NA,2900,"24",-11.3666666666667,-77.0166666666667,695.029968261719
696,"CGN",23064,"MGA","megistacrolobum",-197.333,"1944S",-651.333,"06508W","D. Potosi","P. Linares","BOL","53 km from turning point near Betanzos to Turchipa","02/04/80",3900,"24",-19.7333333333333,-65.1333333333333,3899.9111328125
697,"CGN",17828,"MGA","megistacrolobum",NA,NA,NA,NA,"P. Salta","D. Santa Victoria","ARG","Between Lizoite and Abra de Lizoite","17/02/56",3450,"24",NA,NA,NA
698,"CGN",961590,"MGA","megistacrolobum",-218.833,"2153S",-66.1,"06606W","P. Jujuy","D. Santa Catalina","ARG","10 km W of Santa Catalina","06/04/71",4000,"24",-21.8833333333333,-66.1,3976.2607421875
699,"CGN",22347,"MGA","megistacrolobum",-17.65,"1739S",-669.833,"06659W","D. Oruro","P. Cercado","BOL","28 km from Caracolla to Cochabamba, near Leque Palca","14/03/80",3940,"24",-17.65,-66.9833333333333,3962.89526367188
700,"CGN",20601,"MGA","megistacrolobum",-170.833,"1705S",-67.4,"06724W","D. La Paz","P. Loayza","BOL","8 km from Caxata Junction to Araca","29/02/80",4140,"24",-17.0833333333333,-67.4,4491.1533203125
701,"CGN",17728,"TOR","megistacrolobum toralapanum",-19.15,"1909S",-652.833,"06517W","D. Chuquisaca","P. Oropeza","BOL","29 km from Sucre towards Ravelo","05/03/71",3300,"24",-19.15,-65.2833333333333,2664.64697265625
702,"CGN",23006,"TOR","megistacrolobum toralapanum",-22.25,"2215S",-65.05,"06503W","P. Salta","D. Santa Victoria","ARG","E of Cajas, 56 km","05/03/71",3150,"24",-22.25,-65.05,3089.99438476562
703,"CGN",18145,"TOR","megistacrolobum toralapanum",-174.333,"1726S",-655.333,"06532W","D. Cochabamba","P. Arani","BOL","76 km from Cochabamba to Santa Cruz, Coari Village","17/03/80",3800,"24",-17.4333333333333,-65.5333333333333,4358.0478515625
704,"CGN",18146,"TOR","megistacrolobum toralapanum",-176.666,"1740S",-66.5,"06630W","D. Cochabamba","P. Arque","BOL","90 km from Cochabamba to Oruro, Sayari road Junction","19/03/80",3760,"24",-17.6666666666667,-66.5,3703.00463867188
705,"CGN",18147,"TOR","megistacrolobum toralapanum",-176.666,"1740S",-665.333,"06632W","D. Cochabamba","P. Arque","BOL","94 km from Cochabamba to Oruro, 4 km after Sayari","19/03/80",3800,"24",-17.6666666666667,-66.5333333333333,4169.37255859375
706,"CGN",18125,"TOR","megistacrolobum toralapanum",-17.05,"1703S",-673.166,"06719W","D. La Paz","P. Inquisivi","BOL","76 km from Panduro to Quime, 4 km after Huanacota Village","24/02/80",4040,"24",-17.05,-67.3166666666667,4802.560546875
707,"CGN",22382,"MCD","microdontum",-185.166,"1831S",-641.166,"06407W","D. Santa Cruz","P. Valle Grande","BOL","8 km from Valle Grande in the direction of Masicuri, Guadalupe","29/02/80",2200,"24",-18.5166666666667,-64.1166666666667,2193.33032226562
708,"CGN",18259,"MCD","microdontum",-178.833,"1753S",-64.7,"06442W","D. Santa Cruz","P. M.M. Caballero","BOL","Siberia, on the road to La Fortaleza, 227 km from Cochabamba","02/03/80",2550,"24",-17.8833333333333,-64.7,2122.98559570312
709,"CGN",23805,"MCD","microdontum",-23.6,"2336S",-652.333,"06514W","P. Jujuy","D. Tilcara","ARG","El Durazno about 13 hours by mule from Tilcara","10/04/83",2550,"24",-23.6,-65.2333333333333,2940.26733398438
710,"CGN",18199,"GIG","microdontum gigantophyllum",-21.4,"2124S",-644.666,"06428W","D. Tarija","P. Cercado","BOL","53 km from Tarija to Entre rios","27/03/80",2400,"24",-21.4,-64.4666666666667,2390.85620117188
711,"CGN",20639,"GIG","microdontum gigantophyllum",-21.4,"2124S",-644.666,"06428W","D. Tarija","P. Cercado","BOL","54 km from Tarija to Entre rios","27/03/80",2350,"24",-21.4,-64.4666666666667,2390.85620117188
712,"CGN",18200,"GIG","microdontum gigantophyllum",-214.166,"2125S",-643.666,"06422W","D. Tarija","P. Cercado","BOL","69 km from Tarija to Entre rios","27/03/80",2070,"24",-21.4166666666667,-64.3666666666667,2703.375
713,"CGN",17595,"GIG","microdontum gigantophyllum",-25.7,"2542S",-65.5,"06530W","P. Salta","D. Guachipas","ARG","20.3 km from Pampa Grande (km 1480)","04/03/66",1920,"24",-25.7,-65.5,1869.21716308594
714,"CGN",23050,"GIG","microdontum gigantophyllum",-25.15,"2509S",-656.833,"06541W","P. Salta","D. Chicoana","ARG","Quebrada de Escoipe, agua negra, 4 km al oeste de mal paso por ruta 59","08/04/74",1720,"24",-25.15,-65.6833333333333,1847.98669433594
715,"CGN",21342,"GIG","microdontum gigantophyllum",NA,NA,NA,NA,"P. Salta","D. Capital","ARG","Capital Quebrada de San Lorenzo","20/02/56",1500,"24",NA,NA,NA
716,"CGN",20587,"MCQ","mochiquense",-84.166,"0825S",-78.75,"07845W","D. La Libertad","P. Viru","PER","Cerro La Pileta",NA,NA,"24",-8.41666666666667,-78.75,76
717,"CGN",18263,"MCQ","mochiquense",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,"24",NA,NA,NA
718,"CGN",17731,"MCQ","mochiquense",-79.833,"0759S",-79.1,"07906W","D. La Libertad","P. Trujillo","PER","Cerro Campana, near Trujillo","10/09/52",450,"24",-7.98333333333333,-79.1,570.771728515625
719,"CGN",21360,"MCQ","mochiquense",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,"24",NA,NA,NA
720,"CGN",22355,"MSP","moscopanum",2.4,"0224N",-76.45,"07627W","D. Cauca","P. Purace","COL",NA,NA,NA,"72",2.4,-76.45,2768.67114257812
721,"CGN",18343,"MSP","moscopanum",NA,NA,NA,NA,NA,NA,"ECU",NA,NA,NA,"72",NA,NA,NA
722,"CGN",21344,"MLT","multidissectum",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,"24",NA,NA,NA
723,"CGN",18330,"MLT","multidissectum",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,"24",NA,NA,NA
724,"CGN",960739,"MLT","multidissectum",NA,NA,NA,NA,"D. Cusco","P. Cusco","PER","4km from Cusco to Tambomachy, on E-side of Cusco valley","16/04/64",3650,"24",NA,NA,NA
725,"CGN",17686,"MLT","multidissectum",-143.333,"1420S",-71.55,"07133W","D. Cusco","P. Canas","PER","Ruins of Viracocha at Raqchi, near San Pedro","08/04/71",3550,"24",-14.3333333333333,-71.55,4126.0244140625
726,"CGN",17685,"SPEC","species",-13.65,"1339S",-733.833,"07323W","D. Apurimac","P. Andahuaylas","PER","108 km from Abancay on road to Andahuaylas","18/04/71",3900,"24",-13.65,-73.3833333333333,3104.61328125
727,"CGN",17733,"MLT","multidissectum",-11.45,"1127S",-759.666,"07558W","D. Junin","P. Tarma","PER","15 km from La Oroya to Junin, Casarajra","09/04/53",3850,"24",-11.45,-75.9666666666667,3947.07861328125
728,"CGN",960736,"MLT","multidissectum",-132.666,"1316S",-73.85,"07351W","D. Ayacucho","P. Cangallo","PER","38 km from Ayacucho towards Andahuaylas","17/04/53",3900,"24",-13.2666666666667,-73.85,2220.53369140625
729,"CGN",17825,"MLT","multidissectum",-141.666,"1410S",-71.1,"07106W","D. Cusco","P. Canchis","PER","30 km towards Puno from Sicuani","03/05/53",3950,"24",-14.1666666666667,-71.1,4166.3642578125
730,"CGN",961613,"MLT","multidissectum",NA,NA,NA,NA,NA,NA,"","From a collection of Gandarillas in Belen (BOL)",NA,NA,"24",NA,NA,NA
731,"CGN",17840,"MLT","multidissectum",NA,NA,NA,NA,"D. Junin","P. Huancayo","PER","Acostambo before Huancayo. Near 988",NA,3550,"24",NA,NA,NA
732,"CGN",960967,"MLT","multidissectum",NA,NA,NA,NA,"D. Junin","P. Huancayo","PER","Huaychulo at Huancayo","29/04/59",3300,"24",NA,NA,NA
733,"CGN",962398,"MTP","multiinterruptum",NA,NA,NA,NA,"D. Ancash","P. Bolognesi","PER","Km 295, Cajacay, valley Rio Fortaleza, (valley to Huares)","26/04/59",2500,"24",NA,NA,NA
734,"CGN",18217,"NCD","neocardenasii",-181.166,"1807S",-64.2,"06412W","D. Santa Cruz","P. Valle Grande","BOL","1.5 km from Matoral on the road to Valle Grande","29/02/80",1400,"24",-18.1166666666667,-64.2,1396.63586425781
735,"CGN",18280,"NRS","neorossii",NA,NA,NA,NA,NA,NA,"ARG",NA,NA,NA,"24",NA,NA,NA
736,"CGN",17599,"NRS","neorossii",-22.25,"2215S",-650.333,"06502W","P. Salta","D. Santa Victoria","ARG","Rodeopampa, 14.5 km W from Santa Victoria","06/03/71",2530,"24",-22.25,-65.0333333333333,3186.14331054688
737,"CGN",18051,"NRS","neorossii",-22.25,"2215S",-650.833,"06505W","P. Salta","D. Santa Victoria","ARG","Salta.  13 km W from Santa Victoria on the road to La Quiaca","06/03/71",2830,"24",-22.25,-65.0833333333333,3530.22045898438
738,"CGN",23068,"OKA","okadae",-17.1,"1706S",-669.166,"06655W","D. Cochabamba","P. Ayopaya","BOL","3 km from Independencia on the footpath to Sivingani","11/03/80",2450,"24",-17.1,-66.9166666666667,2197.20434570312
739,"CGN",18269,"OKA","okadae",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"24",NA,NA,NA
740,"CGN",17999,"VNT","venturii",NA,NA,NA,NA,"P. Jujuy","D. Tilcara","ARG","Piscuno, Casa Colorada-Molulo road","22/03/72",NA,"24",NA,NA,NA
741,"CGN",18279,"VNT","venturii",-241.166,"2407S",-656.333,"06538W","P. Jujuy","D. Capital","ARG","Falda de Sombra","05/04/83",3150,"24",-24.1166666666667,-65.6333333333333,4865.37451171875
742,"CGN",962076,"OKA","okadae",-170.166,"1701S",-67.25,"06715W","D. La Paz","P. Inquisivi","BOL","0.5 km from Quime to Inquisivi","26/03/80",2950,"24",-17.0166666666667,-67.25,4115.236328125
743,"CGN",962078,"OKA","okadae",-169.833,"1659S",-67.2,"06712W","D. La Paz","P. Inquisivi","BOL","12.5 km from Quime to Inquisivi (Calasaya Village)","26/03/80",2930,"24",-16.9833333333333,-67.2,3258.775390625
744,"CGN",18157,"OKA","okadae",-170.166,"1701S",-67.25,"06715W","D. La Paz","P. Inquisivi","BOL","14 km from Inquisivi to Quime","26/03/80",2800,"24",-17.0166666666667,-67.25,4115.236328125
745,"CGN",22709,"OKA","okadae",-17,"1700S",-672.333,"06714W","D. La Paz","P. Inquisivi","BOL","6 km from Quime to Licoma","25/02/80",2830,"24",-17,-67.2333333333333,4201.0078125
746,"CGN",18129,"OKA","okadae",-17,"1700S",-672.333,"06714W","D. La Paz","P. Inquisivi","BOL","6 km from Quime to Licoma","25/02/80",2840,"24",-17,-67.2333333333333,4201.0078125
747,"CGN",23049,"OPL","oplocense",-213.333,"2120S",-65.75,"06545W","D. Potosi","P. Sud Chichas","BOL","Road to Tupiza, 2 km from Oploca. As AST 58 BUT 100 m. Down River","02/04/74",3100,"72",-21.3333333333333,-65.75,3150.80517578125
748,"CGN",23062,"DMS","demissum",NA,NA,NA,NA,"D. Potosi","P. Saavedra","unk",NA,NA,NA,"48, 72",NA,NA,NA
749,"CGN",962217,"OPL","oplocense",-208.333,"2050S",-649.166,"06455W","D. Chuquisaca","P. Sud Cinti","BOL","East of Camargo, Outskirts Culpina","22/03/80",2870,"48",-20.8333333333333,-64.9166666666667,2985.68603515625
750,"CGN",21352,"OPL","oplocense",NA,NA,NA,NA,"D. Potosi","P. Sud Chichas","BOL","61 km from Cotagaita to Tupiza","24/03/80",3300,"72",NA,NA,NA
751,"CGN",18088,"OPL","oplocense",-218.833,"2153S",-661.833,"06611W","P. Jujuy","D. Santa Catalina","ARG","A 10 m de 5586","02/04/74",3800,"72",-21.8833333333333,-66.1833333333333,3651.779296875
752,"CGN",18085,"OPL","oplocense",-218.833,"2153S",-661.833,"06611W","P. Jujuy","D. Santa Catalina","ARG","30km Oeste de Sta catalina, camino a El Angosto, finca de Anselmo Salinas","02/04/74",3800,"72",-21.8833333333333,-66.1833333333333,3651.779296875
753,"CGN",21319,"OPL","oplocense",-218.833,"2153S",-661.833,"06611W","P. Jujuy","D. Santa Catalina","ARG","El Angosto, 34 km W of Santa Catalina.Finca de Felix Velazquez","07/04/71",3700,"48",-21.8833333333333,-66.1833333333333,3651.779296875
754,"CGN",17871,"OPL","oplocense",-23.2,"2312S",-65.45,"06527W","P. Jujuy","D. Humahuaca","ARG","Ravine from Soledad, 12 km W to Humahuaca","03/04/72",3300,"72",-23.2,-65.45,3617.73779296875
755,"CGN",18086,"OPL","oplocense",-221.166,"2207S",-654.666,"06528W","P. Jujuy","D. Yavi","ARG","Yavi, E side of the River Yavi","28/03/74",3500,"72",-22.1166666666667,-65.4666666666667,3462.60375976562
756,"CGN",962570,"ORP","orophilum",NA,NA,NA,NA,"D. Junin","P. Huancayo","PER","Eluyo",NA,3400,"24",NA,NA,NA
757,"CGN",18292,"OXC","oxycarpum",195.666,"1934N",-972.333,"09714W","E. Veracruz",NA,"MEX","Near Perote, km 306.5 from Mexico, road from Las Vigas to Jalapa","07/10/58",2100,"48",19.5666666666667,-97.2333333333333,2420.3330078125
758,"CGN",20558,"OXC","oxycarpum",195.666,"1934N",-972.333,"09714W","E. Veracruz",NA,"MEX","Km 305.5 from Mexico on the road from Las Vigas to Jalapa","07/10/58",2150,"48",19.5666666666667,-97.2333333333333,2420.3330078125
759,"CGN",18286,"PLS","palustre",-392.666,"3916S",-719.666,"07158W","P. Cautin","D. Pucon","CHL","Along streams at Liapenco, above Pucon","17/01/58",NA,"24",-39.2666666666667,-71.9666666666667,221.215637207031
760,"CGN",17983,"PLS","palustre",-40.2,"4012S",-71.45,"07127W","P. Neuquen","D. Lacar","ARG","Quiaquina, al lado del Lago Lacar cerca de la fuente de agua mineral","02/02/73",NA,"24",-40.2,-71.45,872.827880859375
761,"CGN",18241,"PLS","palustre",-386.833,"3841S",-71.9,"07154W","P. Cautin","D. Vilcun","CHL","fundo venecia, 11 km cherquenco a llaima","06/01/78",850,"24",-38.6833333333333,-71.9,965.221435546875
762,"CGN",962604,"PAM","pampasense",NA,NA,NA,NA,"D. Ayacucho","P. Cangallo","PER","Pajonal, between Ocras and Andahuaylas","18/04/53",2000,"24",NA,NA,NA
763,"CGN",20575,"PAM","pampasense",NA,NA,NA,NA,"D. Ayacucho","P. Ayacucho","PER","Road Chincheros - Ocros. Just after crossing Rio Pampas","26/04/59",2300,"24",NA,NA,NA
764,"CGN",960051,"PAM","pampasense",-134.166,"1325S",-73.9,"07354W","D. Ayacucho","P. Cangallo","PER","Chicheros to Ocros. 5km before Chumbis","26/04/59",2600,"24",-13.4166666666667,-73.9,3146.3515625
765,"CGN",18309,"PTA","papita",233.333,"2320N",-105.116,"10507W","E. Durango",NA,"MEX","Road 40. 18 miles W of Durango, Rio Chico, north slope of canyon","24/07/58",NA,"48",23.3333333333333,-105.116666666667,2160.88159179688
766,"CGN",18319,"PTA","papita",241.833,"2411N",-105.033,"10502W","E. Durango",NA,"MEX","NW of Durango, 1 mile from Otinapa along the road to Durango","11/09/58",2200,"48",24.1833333333333,-105.033333333333,2379.41040039062
767,"CGN",17831,"PTA","papita",23.5,"2330N",-103.583,"10335W","E. Zacatecas",NA,"MEX","4.2 miles from the Durango border, along road from Durango to Zacatecas","12/09/58",2250,"48",23.5,-103.583333333333,2195.16284179688
768,"CGN",18050,"PCJ","paucijugum",NA,NA,NA,NA,NA,NA,"ECU",NA,NA,NA,"48",NA,NA,NA
769,"CGN",962622,"PCS","paucissectum",-53.333,"0520S",-794.333,"07926W","D. Piura","P. Huancabamba","PER","Sondorillo, Cienago Largo","20/06/74",3050,"24",-5.33333333333333,-79.4333333333333,1995.06616210938
770,"CGN",17739,"PCS","paucissectum",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,"24",NA,NA,NA
771,"CGN",18342,"PHU","phureja",NA,NA,NA,NA,NA,NA,"COL",NA,NA,NA,"24",NA,NA,NA
772,"CGN",960564,"PHU","phureja",NA,NA,NA,NA,"D. Cauca",NA,"COL",NA,NA,NA,"24",NA,NA,NA
773,"CGN",17668,"PHU","phureja",NA,NA,NA,NA,"D. Narino","Tuquerres","COL","Tuquerres market",NA,NA,"24",NA,NA,NA
774,"CGN",18316,"PHU","phureja",NA,NA,NA,NA,NA,NA,"ECU",NA,NA,NA,"24",NA,NA,NA
775,"CGN",17742,"PNT","pinnatisectum",211.166,"2107N",-101.666,"10140W","E. Guanajuato",NA,"MEX","Leon, 2 km SE of the cement factory","30/08/49",1800,"24",21.1166666666667,-101.666666666667,1798.18518066406
776,"CGN",17744,"PNT","pinnatisectum",20.6,"2036N",-100.383,"10023W","E. Queretaro",NA,"MEX","Queretaro, 3 km SSE of town, by the small resevoir","06/09/58",1900,"24",20.6,-100.383333333333,1825.26354980469
777,"CGN",17740,"PNT","pinnatisectum",20.6,"2036N",-100.383,"10023W","E. Queretaro",NA,"MEX","Queretaro, 3 km SSE of town, 0.5 km from the small resevoir by a cliff","06/09/58",1900,"24",20.6,-100.383333333333,1825.26354980469
778,"CGN",23011,"PNT","pinnatisectum",20.75,"2045N",-101.466,"10128W","E. Guanajuato",NA,"MEX","2 miles from Silao on the road to Guanajuato, El Castillo","08/09/58",1800,"24",20.75,-101.466666666667,1774.63110351562
779,"CGN",23012,"PNT","pinnatisectum",21.5,"2130N",-101.983,"10159W","E. Jalisco",NA,"MEX","15 miles from Leon on the road to Aguas Calientes","08/09/58",1950,"24",21.5,-101.983333333333,2095.82421875
780,"CGN",17741,"PNT","pinnatisectum",21.5,"2130N",-101.983,"10159W","E. Jalisco",NA,"MEX","15 miles from Leon on the road to Aguas Calientes","08/09/58",1950,"24",21.5,-101.983333333333,2095.82421875
781,"CGN",18331,"PNT","pinnatisectum",NA,NA,NA,NA,"E. Mexico","C. Toluca","MEX","Experimentalstation Elena, Toluca-valley",NA,NA,"24",NA,NA,NA
782,"CGN",17748,"PLD","polyadenium",197.333,"1944N",-101.616,"10137W","E. Michoacan",NA,"MEX","Near Matugeo","23/12/47",NA,"24",19.7333333333333,-101.616666666667,2080.25341796875
783,"CGN",17747,"PLD","polyadenium",NA,NA,NA,NA,NA,NA,"MEX",NA,NA,NA,"24",NA,NA,NA
784,"CGN",23013,"PLD","polyadenium",19.7,"1942N",-101.116,"10107W","E. Michoacan",NA,"MEX","Near Morelia, Cerro Punguato, saddle on the summit between two peaks","26/09/58",2300,"24",19.7,-101.116666666667,2053.2373046875
785,"CGN",23014,"PLD","polyadenium",NA,NA,NA,NA,NA,NA,"MEX",NA,NA,NA,"24",NA,NA,NA
786,"CGN",962607,"PLT","polytrichon",NA,NA,NA,NA,NA,NA,"MEX",NA,NA,NA,"48",NA,NA,NA
787,"CGN",22362,"PLT","polytrichon",203.333,"2020N",-100,"10000W","E. Queretaro",NA,"MEX","San Juan del Rio",NA,NA,"48",20.3333333333333,-100,2072.56616210938
788,"CGN",22361,"PLT","polytrichon",203.333,"2020N",-100,"10000W","E. Queretaro",NA,"MEX","San Juan del Rio, ESE of town, near the Mexico highway","26/08/49",2000,"48",20.3333333333333,-100,2072.56616210938
789,"CGN",18318,"PLT","polytrichon",NA,NA,NA,NA,NA,NA,"MEX",NA,NA,NA,"48",NA,NA,NA
790,"CGN",960772,"RAP","raphanifolium",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,"24",NA,NA,NA
791,"CGN",20589,"RAP","raphanifolium",-134.666,"1328S",-719.833,"07159W","D. Cusco","P. Cusco","PER","Fortress of Sacsayhuaman, Chincana","16/04/64",3550,"24",-13.4666666666667,-71.9833333333333,4153.75537109375
792,"CGN",18300,"RAP","raphanifolium",-133.833,"1323S",-718.666,"07152W","D. Cusco","P. Calca","PER","Inca Ruins of Pisac","28/02/87",NA,"24",-13.3833333333333,-71.8666666666667,4022.53149414062
793,"CGN",18089,"RAP","raphanifolium",-13.5,"1330S",-72,"07200W","D. Cusco","P. Cusco","PER","Cusco-Tambo Machay rd, near the Grupo Arqueologico del Lago","09/03/74",3700,"24",-13.5,-72,3634.84008789062
794,"CGN",961878,"RAP","raphanifolium",-13.6,"1336S",-719.666,"07158W","D. Cusco","P. Quispicanchis","PER","Piquillacta, near ruined fortress","11/03/74",3700,"24",-13.6,-71.9666666666667,4047.36499023438
795,"CGN",961879,"RAP","raphanifolium",-141.833,"1411S",-71.35,"07121W","D. Cusco","P. Canchis","PER","Raqchi, temple of Viracocha","11/03/74",3550,"24",-14.1833333333333,-71.35,3483.06225585938
796,"CGN",17754,"SPEC","species",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,"24",NA,NA,NA
797,"CGN",18320,"RAP","raphanifolium",NA,NA,NA,NA,NA,NA,"PER",NA,NA,NA,"24",NA,NA,NA
798,"CGN",17752,"RAP","raphanifolium",-135.166,"1331S",-719.833,"07159W","D. Cusco","P. Cusco","PER","Sacsayhuaman ruins","24/04/53",3450,"24",-13.5166666666667,-71.9833333333333,3432.8681640625
799,"CGN",18033,"RAP","raphanifolium",-142.666,"1416S",-712.166,"07113W","D. Cusco","P. Canchis","PER","Sicuani, near town part called San Felipe. same place as 760","14/04/59",3600,"24",-14.2666666666667,-71.2166666666667,3802.62451171875
800,"CGN",17833,"RAP","raphanifolium",NA,NA,NA,NA,"D. Cusco","P. Quispicanchis","PER","Inca ruine Rumiccalca - Rachi","14/04/59",3200,"24",NA,NA,NA
